Railroad_ID,Company_Name,Track_Length_km,Number_of_Trains,Daily_Passengers,Cargo_Tonnage_Tons,Accidents_2023,Maintenance_Expenses_USD,Revenue_USD,Region,On_Time_Performance_Percent,Year_Founded,Number_of_Employees,Fleet_Size,Headquarters,Electric_Locomotives,Diesel_Locomotives,High_Speed_Trains,Safety_Compliance_Score,Route_Count
6249.0,Union Pacific,400.0,275.0,,,17.0,118824.67,292367.5,Canada,84.15,2000,,355.0,Los Angeles,0.0,17.0,0.0,1.2,26.0
6172.0,Union Pacific,400.0,479.0,,8568.0,16.0,333657.45,178943.25,West,87.44,1950,2258.0,100.0,,0.0,73.0,0.0,7.2,26.0
2707.0,Union Pacific,300.0,245.0,,23042.0,7.0,,811327.12,Midwest,88.98,1850,9296.0,35.0,Atlanta,0.0,61.0,0.0,5.9,16.0
6791.0,Canadian National,400.0,490.0,8000,20325.0,9.0,263872.4,751199.56,Midwest,72.84,,3264.0,384.0,New York,0.0,13.0,0.0,2.9,
6535.0,BNSF,100.0,,5000,13597.0,15.0,462568.49,674767.21,Canada,88.91,1950,2743.0,414.0,,0.0,,0.0,8.8,7.0
5931.0,,400.0,206.0,,8708.0,10.0,266769.05,272627.27,Canada,68.71,2000,4091.0,319.0,Chicago,0.0,17.0,0.0,5.7,47.0
4510.0,BNSF,300.0,403.0,10000,29940.0,10.0,99210.0,589228.98,Midwest,60.11,,7445.0,281.0,Los Angeles,0.0,37.0,0.0,9.5,11.0
1202.0,BNSF,200.0,350.0,5000,22936.0,12.0,265543.72,639425.47,West,96.9,2000,3000.0,349.0,Atlanta,0.0,89.0,0.0,9.3,6.0
5218.0,CSX,100.0,222.0,2000,18432.0,8.0,281624.27,955027.1,Canada,94.93,1950,313.0,294.0,Los Angeles,0.0,97.0,,,20.0
9958.0,Amtrak,300.0,372.0,8000,18751.0,3.0,242939.6,707790.12,,86.55,1850,4810.0,240.0,Atlanta,0.0,49.0,1.0,6.0,34.0
5389.0,Canadian National,,,10000,11223.0,2.0,461560.58,879991.15,West,91.68,1950,445.0,448.0,New York,0.0,33.0,0.0,8.3,19.0
3327.0,Norfolk Southern,200.0,454.0,2000,12363.0,9.0,265653.52,854026.82,Northeast,76.35,1950,,291.0,New York,0.0,13.0,0.0,0.5,5.0
9004.0,Canadian National,400.0,237.0,8000,28030.0,4.0,361598.39,778732.58,Midwest,64.49,,6943.0,241.0,,1.0,10.0,,7.0,39.0
3931.0,Union Pacific,300.0,334.0,8000,19083.0,11.0,278890.16,430439.87,Midwest,86.84,2000,6812.0,104.0,New York,0.0,92.0,0.0,1.5,
8777.0,BNSF,,338.0,10000,42679.0,1.0,376934.42,890322.23,Midwest,88.57,,5945.0,242.0,New York,1.0,43.0,0.0,3.9,3.0
1197.0,Canadian National,300.0,216.0,8000,36913.0,11.0,99012.2,781978.0,Northeast,94.59,2000,7907.0,251.0,Atlanta,0.0,39.0,0.0,9.1,49.0
8125.0,Amtrak,400.0,239.0,8000,7200.0,5.0,475210.17,755762.03,Midwest,71.68,1950,9355.0,154.0,Atlanta,1.0,18.0,0.0,,25.0
2930.0,Union Pacific,300.0,,8000,17474.0,14.0,325288.98,224300.81,Northeast,92.71,1850,3224.0,181.0,New York,0.0,21.0,,1.5,19.0
7287.0,CSX,,431.0,5000,17577.0,3.0,188488.63,934437.9,Midwest,92.47,1950,3210.0,163.0,Los Angeles,0.0,89.0,0.0,2.2,36.0
9800.0,Norfolk Southern,300.0,350.0,,23921.0,10.0,,101912.64,Northeast,65.08,1850,,297.0,Los Angeles,0.0,96.0,1.0,8.0,5.0
5282.0,Union Pacific,100.0,491.0,10000,45527.0,9.0,381973.93,378657.73,,67.6,1850,5933.0,72.0,New York,0.0,89.0,0.0,5.3,13.0
3511.0,,100.0,122.0,5000,21679.0,6.0,170290.07,709531.3,Northeast,,1900,8929.0,184.0,,0.0,38.0,0.0,7.2,8.0
1659.0,Norfolk Southern,,131.0,10000,,8.0,251993.74,234647.84,,80.1,,9134.0,52.0,Atlanta,0.0,99.0,0.0,5.0,43.0
3811.0,Canadian National,,434.0,5000,16603.0,17.0,327518.12,795489.18,Midwest,66.7,2000,5216.0,29.0,New York,0.0,50.0,0.0,8.3,22.0
8098.0,Union Pacific,,60.0,8000,11823.0,14.0,435990.07,229365.87,,68.38,,4298.0,47.0,New York,0.0,,0.0,9.0,6.0
7546.0,CSX,,298.0,8000,19202.0,10.0,423163.12,101366.23,Northeast,68.74,1950,6189.0,280.0,Chicago,1.0,35.0,0.0,2.0,23.0
2986.0,Canadian National,,209.0,5000,42005.0,9.0,350192.23,125577.5,,66.11,1850,7216.0,341.0,Los Angeles,0.0,30.0,0.0,5.4,12.0
9338.0,Amtrak,,156.0,8000,5926.0,1.0,169243.47,294105.51,Southeast,62.6,1850,2802.0,,Chicago,0.0,92.0,0.0,2.1,13.0
3911.0,Norfolk Southern,200.0,482.0,,11153.0,4.0,122864.52,590379.12,,69.76,1850,9207.0,427.0,Chicago,0.0,18.0,1.0,1.4,23.0
,Norfolk Southern,300.0,140.0,10000,18620.0,19.0,295448.27,168111.88,Northeast,75.72,,5148.0,353.0,Chicago,0.0,98.0,0.0,9.4,40.0
2843.0,Amtrak,,290.0,8000,33040.0,0.0,446683.16,423524.62,Northeast,85.4,1950,3256.0,281.0,,1.0,14.0,,7.5,
9680.0,,,253.0,2000,11657.0,18.0,233746.56,271499.7,West,62.44,1900,7015.0,34.0,Los Angeles,0.0,22.0,,10.0,45.0
3976.0,Norfolk Southern,300.0,463.0,5000,24388.0,1.0,381649.53,891540.53,Southeast,70.32,2000,871.0,368.0,,0.0,23.0,0.0,6.3,28.0
2959.0,Canadian National,,365.0,5000,21139.0,17.0,424416.88,340782.19,West,75.7,1850,5110.0,356.0,New York,1.0,17.0,0.0,3.9,6.0
6759.0,BNSF,400.0,443.0,,40375.0,13.0,168141.7,686856.11,,75.38,1900,4576.0,375.0,,1.0,77.0,0.0,8.9,15.0
7694.0,,,407.0,5000,24468.0,4.0,483955.17,760543.35,,,,7215.0,379.0,Chicago,0.0,39.0,0.0,2.1,14.0
3385.0,Amtrak,200.0,198.0,2000,23062.0,17.0,164760.07,224107.03,,65.21,1950,2001.0,186.0,New York,0.0,20.0,0.0,4.0,42.0
5736.0,CSX,200.0,311.0,5000,27332.0,12.0,,209319.6,West,65.33,1850,,,Los Angeles,0.0,48.0,0.0,2.5,32.0
2802.0,,300.0,215.0,2000,8573.0,,350601.0,918107.66,Canada,64.03,,4684.0,406.0,Atlanta,0.0,82.0,0.0,2.7,21.0
9155.0,Union Pacific,200.0,430.0,,6797.0,14.0,298852.67,242229.59,Northeast,77.39,,3487.0,264.0,,0.0,47.0,0.0,4.2,16.0
9120.0,Union Pacific,400.0,165.0,5000,22526.0,17.0,,595847.97,West,61.08,2000,4759.0,95.0,New York,0.0,74.0,0.0,4.2,5.0
7616.0,Amtrak,,491.0,2000,18080.0,3.0,145023.07,643444.69,Southeast,61.85,2000,6313.0,432.0,Los Angeles,,85.0,0.0,2.5,11.0
6534.0,BNSF,100.0,57.0,10000,2232.0,1.0,114949.93,387737.01,Midwest,99.62,2000,2959.0,297.0,Atlanta,0.0,98.0,0.0,3.4,46.0
5061.0,Canadian National,400.0,278.0,,11235.0,,56946.83,533820.25,West,72.44,1950,9253.0,41.0,,,40.0,0.0,,36.0
1262.0,,400.0,119.0,2000,5130.0,5.0,323958.4,373302.11,Midwest,82.18,1950,3786.0,62.0,Los Angeles,0.0,80.0,0.0,,3.0
7287.0,Union Pacific,300.0,240.0,,,14.0,465782.91,,Canada,63.79,1900,2779.0,493.0,New York,0.0,57.0,1.0,,17.0
9815.0,Union Pacific,200.0,211.0,5000,17564.0,16.0,356288.23,237420.04,Southeast,77.98,2000,3484.0,19.0,Chicago,0.0,34.0,0.0,3.7,28.0
3049.0,Canadian National,100.0,226.0,10000,29702.0,6.0,342957.47,372674.59,Northeast,77.82,1900,1618.0,463.0,Chicago,0.0,89.0,0.0,8.3,9.0
6423.0,BNSF,100.0,89.0,2000,15745.0,2.0,289658.64,555943.61,,90.94,1850,7371.0,166.0,,0.0,66.0,0.0,5.9,46.0
5548.0,Norfolk Southern,200.0,391.0,10000,33542.0,1.0,328164.19,370019.87,Northeast,95.0,1900,823.0,49.0,Atlanta,0.0,92.0,0.0,2.8,45.0
4108.0,,,,2000,41135.0,7.0,375428.82,875866.34,Canada,74.06,,8511.0,407.0,,0.0,17.0,0.0,6.3,9.0
8158.0,Amtrak,200.0,58.0,8000,27507.0,2.0,118030.5,905615.63,,65.47,1950,7633.0,157.0,Los Angeles,0.0,33.0,0.0,2.2,32.0
8400.0,BNSF,,326.0,2000,42140.0,17.0,378661.71,825004.09,,69.35,1850,1734.0,260.0,New York,0.0,27.0,0.0,3.1,8.0
4170.0,BNSF,100.0,337.0,,43679.0,15.0,119857.32,896927.0,West,74.99,1900,4528.0,448.0,,0.0,12.0,0.0,2.6,12.0
3255.0,,300.0,,8000,23098.0,5.0,182468.1,487161.05,West,65.38,1900,1738.0,126.0,,1.0,90.0,0.0,5.8,13.0
,BNSF,400.0,232.0,5000,10661.0,,202694.16,585418.07,,65.65,,4035.0,112.0,Atlanta,0.0,23.0,0.0,8.5,44.0
5499.0,,100.0,476.0,2000,48659.0,1.0,178527.23,670958.85,Midwest,65.27,1950,3633.0,262.0,Atlanta,0.0,63.0,0.0,0.2,27.0
7295.0,Canadian National,100.0,59.0,,28705.0,0.0,286066.45,803331.65,Midwest,67.87,1950,4315.0,434.0,Atlanta,0.0,51.0,1.0,7.6,20.0
7197.0,CSX,100.0,226.0,5000,38824.0,8.0,299814.88,414211.21,Midwest,72.27,1950,6894.0,304.0,,0.0,38.0,,,5.0
2648.0,,400.0,136.0,,10532.0,3.0,418808.39,155432.82,Midwest,86.66,1950,4779.0,58.0,,0.0,29.0,0.0,2.6,43.0
6539.0,BNSF,,133.0,5000,15915.0,11.0,309723.04,882351.42,Northeast,78.94,,9911.0,246.0,,0.0,37.0,0.0,1.2,25.0
5199.0,,300.0,446.0,2000,43988.0,3.0,498404.27,795114.86,,82.42,,9399.0,279.0,,0.0,32.0,0.0,4.4,5.0
9445.0,BNSF,300.0,135.0,10000,20375.0,12.0,362671.06,,,81.87,1950,858.0,353.0,,0.0,94.0,0.0,6.7,40.0
3557.0,Amtrak,300.0,346.0,5000,30886.0,19.0,378315.27,174909.55,Southeast,98.69,2000,,51.0,Chicago,0.0,32.0,0.0,6.6,26.0
6592.0,Union Pacific,,256.0,10000,35887.0,12.0,499014.56,491014.87,Southeast,81.01,1900,6858.0,303.0,Atlanta,0.0,87.0,0.0,8.2,33.0
1098.0,Norfolk Southern,200.0,336.0,5000,49602.0,16.0,155370.33,147926.97,Northeast,83.28,,863.0,103.0,Los Angeles,0.0,11.0,0.0,5.2,
3200.0,BNSF,200.0,158.0,10000,22831.0,11.0,341013.63,587067.25,Midwest,90.68,,3422.0,251.0,New York,0.0,77.0,0.0,1.7,2.0
3961.0,,300.0,81.0,2000,21343.0,9.0,449584.82,167600.3,,85.68,1850,2108.0,14.0,Los Angeles,0.0,47.0,0.0,3.2,23.0
5973.0,CSX,100.0,478.0,,43802.0,13.0,485573.44,768425.61,West,64.65,,3538.0,339.0,New York,0.0,12.0,0.0,6.3,23.0
5433.0,CSX,100.0,62.0,2000,41855.0,10.0,250927.73,208614.87,Northeast,62.81,1900,5973.0,20.0,Chicago,1.0,75.0,0.0,0.9,8.0
3869.0,Amtrak,400.0,426.0,5000,39997.0,7.0,,428428.71,,62.16,1950,1253.0,222.0,Chicago,0.0,89.0,0.0,8.8,3.0
1956.0,CSX,200.0,458.0,8000,18052.0,12.0,92632.23,372666.3,Southeast,74.73,1850,8972.0,339.0,New York,0.0,84.0,0.0,0.4,48.0
9352.0,Canadian National,100.0,262.0,,16360.0,,456912.32,290354.71,Canada,69.53,2000,8975.0,283.0,Chicago,0.0,87.0,0.0,2.1,12.0
6699.0,Amtrak,300.0,167.0,10000,9287.0,11.0,471542.64,,,94.47,1950,1971.0,268.0,New York,1.0,82.0,0.0,7.6,16.0
7944.0,Norfolk Southern,,155.0,,,15.0,448031.3,779659.87,West,95.75,1850,8242.0,489.0,,0.0,45.0,0.0,7.9,46.0
5493.0,CSX,200.0,64.0,,30696.0,6.0,151416.23,775475.08,Southeast,77.85,,2112.0,,Chicago,0.0,27.0,0.0,4.4,
5911.0,Union Pacific,400.0,369.0,2000,16256.0,0.0,185767.87,452307.35,West,80.58,2000,266.0,144.0,,0.0,87.0,0.0,1.4,27.0
4987.0,BNSF,100.0,262.0,5000,7824.0,,476786.71,756303.05,Southeast,67.63,2000,8791.0,496.0,,0.0,32.0,0.0,8.7,15.0
7015.0,Norfolk Southern,300.0,237.0,2000,24258.0,15.0,326396.2,541577.79,Northeast,62.97,1850,781.0,133.0,New York,0.0,75.0,0.0,2.5,29.0
2218.0,Canadian National,300.0,283.0,5000,40574.0,15.0,334557.27,518007.28,,70.69,2000,8830.0,449.0,Los Angeles,0.0,12.0,0.0,3.5,36.0
5496.0,Union Pacific,300.0,422.0,8000,31814.0,14.0,237652.47,835600.02,Northeast,,1900,1225.0,97.0,Atlanta,0.0,25.0,0.0,2.4,11.0
5735.0,Norfolk Southern,100.0,313.0,2000,24923.0,15.0,326845.13,412301.73,Midwest,83.38,1900,195.0,350.0,Los Angeles,0.0,40.0,0.0,7.8,37.0
5555.0,Canadian National,,272.0,8000,,5.0,122235.29,181109.0,Midwest,72.44,1900,9259.0,114.0,Atlanta,0.0,11.0,0.0,9.2,1.0
9050.0,CSX,300.0,262.0,5000,25292.0,7.0,477213.8,144267.0,,66.13,1850,7870.0,356.0,New York,0.0,65.0,0.0,4.8,36.0
4446.0,Norfolk Southern,,,,38463.0,16.0,475490.3,860883.23,Southeast,97.04,,3340.0,89.0,Los Angeles,1.0,75.0,0.0,8.2,2.0
2045.0,,300.0,54.0,,3546.0,7.0,435703.85,818095.01,West,62.03,2000,8703.0,347.0,Chicago,0.0,10.0,0.0,7.6,41.0
7893.0,,,190.0,8000,1998.0,6.0,165196.05,598692.47,,86.02,1950,9680.0,,,0.0,70.0,1.0,5.5,13.0
2693.0,Amtrak,200.0,,5000,31256.0,1.0,444204.01,410723.96,Midwest,73.11,2000,1527.0,495.0,Atlanta,0.0,64.0,,4.2,21.0
4436.0,Union Pacific,200.0,166.0,5000,8648.0,12.0,365051.74,311793.84,Northeast,86.33,2000,7428.0,151.0,Chicago,0.0,46.0,,9.9,3.0
9754.0,,,429.0,2000,4314.0,3.0,160798.81,846594.27,,77.94,1950,7139.0,403.0,Los Angeles,0.0,65.0,0.0,1.6,5.0
6895.0,Canadian National,400.0,164.0,2000,27208.0,10.0,,203862.54,Northeast,99.07,2000,8908.0,25.0,Los Angeles,0.0,52.0,0.0,0.1,17.0
4354.0,CSX,400.0,93.0,5000,35831.0,3.0,90925.84,864296.55,Canada,66.79,1850,5283.0,251.0,Los Angeles,0.0,11.0,0.0,2.3,20.0
1225.0,BNSF,100.0,253.0,8000,32602.0,9.0,372692.54,372411.98,Northeast,66.26,,4486.0,312.0,Los Angeles,0.0,83.0,0.0,7.7,31.0
5893.0,CSX,200.0,358.0,,39655.0,15.0,498838.55,297758.51,Canada,71.7,2000,6420.0,176.0,New York,1.0,90.0,0.0,2.2,13.0
8022.0,CSX,200.0,461.0,2000,44162.0,1.0,244001.42,,Midwest,69.64,2000,9573.0,452.0,,0.0,62.0,0.0,2.0,16.0
6600.0,Amtrak,400.0,371.0,5000,40092.0,8.0,329734.16,454230.63,West,89.19,1900,3828.0,293.0,Atlanta,0.0,51.0,0.0,3.5,9.0
8996.0,Amtrak,300.0,454.0,10000,,,147405.79,958916.63,,80.41,2000,7637.0,21.0,,0.0,34.0,0.0,3.4,17.0
8683.0,Norfolk Southern,100.0,410.0,10000,31581.0,5.0,259931.09,679624.53,Northeast,77.71,2000,2651.0,418.0,Los Angeles,0.0,49.0,0.0,7.8,31.0
5642.0,CSX,200.0,,10000,31701.0,7.0,98706.37,644725.22,,76.68,1900,9870.0,,Atlanta,0.0,14.0,0.0,7.3,22.0
8679.0,Union Pacific,100.0,169.0,10000,31073.0,3.0,362920.68,443297.73,Midwest,83.51,2000,9646.0,,Los Angeles,0.0,22.0,0.0,5.5,9.0
9208.0,Amtrak,200.0,263.0,,44840.0,0.0,397743.22,334566.43,Northeast,99.73,1900,5290.0,50.0,,1.0,10.0,0.0,8.2,49.0
8339.0,Canadian National,,362.0,2000,1515.0,16.0,314758.1,195873.24,Midwest,85.39,2000,6367.0,128.0,,,45.0,0.0,9.8,46.0
3205.0,Amtrak,,360.0,10000,20573.0,14.0,383493.67,628457.0,Canada,93.2,1900,2507.0,355.0,New York,0.0,61.0,,9.5,36.0
,Union Pacific,100.0,179.0,10000,10241.0,0.0,360421.98,145115.74,Southeast,85.04,1850,5232.0,73.0,Atlanta,0.0,90.0,0.0,4.5,20.0
,Amtrak,,143.0,5000,42394.0,18.0,465322.35,464975.46,Southeast,93.04,1950,9461.0,300.0,,0.0,,0.0,9.7,1.0
2060.0,,400.0,114.0,5000,5812.0,13.0,265348.85,872964.98,Canada,81.4,1950,5748.0,369.0,New York,1.0,81.0,0.0,2.7,20.0
3327.0,Union Pacific,200.0,415.0,,44657.0,6.0,292292.47,920189.51,Southeast,63.63,1900,219.0,,Los Angeles,0.0,88.0,0.0,3.7,12.0
4420.0,,,254.0,10000,26351.0,1.0,217471.12,488530.36,West,76.58,1850,1710.0,203.0,,0.0,75.0,0.0,2.2,25.0
,,,436.0,,16249.0,10.0,208777.36,415533.9,,98.34,2000,5885.0,184.0,,0.0,53.0,,8.7,12.0
1606.0,BNSF,100.0,236.0,5000,38887.0,15.0,417985.68,564704.66,West,90.99,1850,2314.0,486.0,Atlanta,1.0,54.0,0.0,2.9,
4170.0,Union Pacific,100.0,261.0,2000,14456.0,14.0,467991.2,192668.0,Canada,87.31,1900,5840.0,159.0,Chicago,1.0,58.0,0.0,0.9,42.0
1699.0,BNSF,400.0,240.0,8000,12332.0,5.0,189390.94,197621.45,West,66.36,1850,6753.0,340.0,Chicago,0.0,11.0,0.0,3.7,
6088.0,Canadian National,,310.0,8000,17669.0,8.0,238711.41,135344.5,Canada,63.37,2000,4457.0,364.0,New York,0.0,56.0,,5.1,27.0
1190.0,Norfolk Southern,400.0,371.0,,4678.0,3.0,208542.05,885573.74,Canada,70.65,1950,9443.0,298.0,New York,0.0,30.0,0.0,4.6,41.0
1980.0,Norfolk Southern,300.0,139.0,5000,27192.0,12.0,434592.63,816105.45,Southeast,89.59,1950,4379.0,136.0,Atlanta,0.0,67.0,0.0,4.3,
3975.0,,,294.0,8000,5714.0,7.0,476511.77,333143.11,Midwest,86.23,1850,800.0,40.0,Los Angeles,0.0,54.0,0.0,4.6,42.0
7102.0,Amtrak,,451.0,10000,7178.0,2.0,455897.17,719980.27,,62.61,,6580.0,147.0,New York,0.0,32.0,,9.6,33.0
2184.0,Union Pacific,100.0,442.0,2000,21938.0,3.0,55950.54,901634.76,West,62.52,,4142.0,59.0,Chicago,0.0,81.0,0.0,9.6,7.0
4327.0,Amtrak,,199.0,5000,7983.0,7.0,127731.98,832440.76,West,72.18,1950,4859.0,204.0,Atlanta,0.0,74.0,0.0,9.7,17.0
4394.0,Union Pacific,100.0,,,9483.0,19.0,452824.42,273264.33,Midwest,98.81,1850,8486.0,118.0,,0.0,99.0,0.0,0.1,3.0
9319.0,Amtrak,300.0,493.0,5000,23838.0,5.0,286352.87,367200.56,Canada,65.94,1900,5903.0,48.0,New York,0.0,10.0,1.0,8.8,4.0
2816.0,Norfolk Southern,400.0,189.0,2000,4748.0,1.0,,356242.38,Canada,76.49,1850,6409.0,26.0,New York,,28.0,0.0,6.7,23.0
6854.0,Canadian National,,342.0,,48062.0,1.0,233116.15,501284.36,,85.09,1850,6795.0,,New York,0.0,33.0,0.0,3.3,1.0
7709.0,Norfolk Southern,400.0,168.0,,34599.0,3.0,420848.77,534302.1,Southeast,83.12,,8123.0,497.0,,0.0,64.0,0.0,0.9,30.0
1569.0,Amtrak,400.0,296.0,10000,21390.0,18.0,415501.76,359148.66,Southeast,74.64,1900,,267.0,New York,1.0,30.0,0.0,4.1,42.0
6442.0,Union Pacific,,147.0,5000,46273.0,12.0,422673.34,865881.3,Midwest,68.44,,4080.0,179.0,Chicago,0.0,80.0,,3.6,1.0
2895.0,CSX,400.0,219.0,,34121.0,2.0,431532.6,156442.34,Southeast,97.24,1900,2944.0,172.0,Atlanta,1.0,49.0,0.0,0.0,35.0
3733.0,Canadian National,300.0,359.0,10000,3762.0,5.0,81252.6,563832.7,Canada,,1950,8140.0,451.0,,0.0,14.0,0.0,4.4,3.0
4863.0,Union Pacific,,475.0,8000,24541.0,9.0,390383.51,420421.65,Northeast,64.61,1950,7128.0,291.0,Chicago,0.0,11.0,,,41.0
8455.0,Amtrak,100.0,427.0,5000,18163.0,14.0,324900.0,825879.39,Midwest,64.3,2000,1067.0,339.0,Chicago,0.0,,0.0,3.1,12.0
5014.0,,400.0,116.0,10000,14447.0,5.0,,951742.02,Northeast,79.02,1900,3348.0,84.0,Atlanta,0.0,35.0,0.0,2.2,48.0
,BNSF,400.0,105.0,8000,34576.0,7.0,316646.88,200230.87,,87.79,1850,8275.0,186.0,Atlanta,0.0,10.0,0.0,3.3,40.0
4009.0,Union Pacific,,95.0,5000,13356.0,3.0,357736.22,503713.6,West,79.48,1950,7490.0,453.0,Chicago,0.0,68.0,0.0,3.8,48.0
8806.0,Norfolk Southern,100.0,54.0,5000,4180.0,4.0,307003.88,468944.8,Northeast,87.1,1950,4259.0,130.0,New York,0.0,42.0,0.0,2.9,16.0
1154.0,,100.0,105.0,,14257.0,18.0,208661.8,118725.0,,93.29,1950,,,,0.0,34.0,1.0,4.5,11.0
2409.0,Norfolk Southern,300.0,200.0,5000,46610.0,15.0,160030.1,875198.9,West,,1850,4929.0,235.0,Chicago,0.0,98.0,0.0,7.4,45.0
1784.0,BNSF,200.0,,5000,3563.0,10.0,88838.3,288808.5,,97.99,1900,8092.0,380.0,Atlanta,0.0,12.0,0.0,7.8,
9096.0,Canadian National,300.0,190.0,10000,40865.0,6.0,75600.55,177902.12,,91.82,2000,5204.0,293.0,,0.0,44.0,1.0,8.4,24.0
8560.0,Union Pacific,300.0,364.0,,16495.0,3.0,208596.63,916262.07,Midwest,67.78,1850,6186.0,275.0,Los Angeles,,,0.0,1.5,32.0
8343.0,Canadian National,300.0,333.0,2000,21957.0,,156440.08,357948.16,,83.69,,274.0,439.0,New York,0.0,,1.0,0.7,8.0
8206.0,CSX,200.0,55.0,5000,48112.0,11.0,272612.54,601151.43,Midwest,79.22,1900,1122.0,151.0,Atlanta,0.0,61.0,0.0,0.0,42.0
6596.0,Union Pacific,300.0,,10000,23094.0,2.0,303640.41,608800.89,Northeast,73.46,1950,4421.0,370.0,,0.0,79.0,0.0,3.0,14.0
6801.0,Norfolk Southern,100.0,366.0,10000,15699.0,12.0,220833.06,999695.19,Southeast,96.79,1900,3345.0,56.0,Atlanta,1.0,94.0,0.0,1.1,16.0
3806.0,,200.0,268.0,,17835.0,5.0,221070.55,842865.0,Northeast,85.81,1900,1756.0,231.0,Atlanta,0.0,65.0,0.0,7.2,19.0
1537.0,Norfolk Southern,400.0,222.0,8000,19936.0,11.0,386778.98,308215.35,Canada,77.44,1900,,486.0,Chicago,0.0,14.0,0.0,2.0,39.0
6986.0,Canadian National,,142.0,5000,7894.0,3.0,52666.89,649957.24,Canada,91.06,1850,8221.0,428.0,Atlanta,1.0,64.0,0.0,8.0,38.0
2841.0,Amtrak,,61.0,8000,24616.0,,499014.82,122002.7,,76.7,1950,1175.0,,,0.0,87.0,1.0,4.4,20.0
9716.0,Norfolk Southern,100.0,212.0,,26613.0,6.0,248422.16,619757.61,,99.13,,4280.0,260.0,,0.0,46.0,0.0,1.0,40.0
7971.0,Amtrak,,367.0,10000,22210.0,11.0,314258.28,932979.61,Midwest,83.76,2000,3514.0,96.0,,0.0,92.0,0.0,4.9,19.0
6625.0,Norfolk Southern,,417.0,8000,9317.0,13.0,159672.94,172185.03,Southeast,63.97,2000,5661.0,76.0,Chicago,0.0,83.0,0.0,0.8,32.0
3950.0,Norfolk Southern,,54.0,,29185.0,9.0,144368.25,191064.36,Southeast,83.16,,8904.0,81.0,Atlanta,0.0,76.0,0.0,5.3,32.0
8992.0,,400.0,115.0,8000,16214.0,6.0,352759.18,138207.66,West,86.32,1950,5356.0,184.0,New York,0.0,,0.0,3.9,39.0
5780.0,CSX,,252.0,10000,33159.0,4.0,487718.81,,Canada,66.16,1950,2876.0,94.0,Atlanta,1.0,26.0,0.0,7.3,34.0
3368.0,Amtrak,300.0,373.0,5000,12239.0,4.0,458770.38,414714.79,,89.89,2000,236.0,194.0,Chicago,0.0,80.0,0.0,,5.0
7655.0,Amtrak,100.0,391.0,2000,16612.0,18.0,469318.12,176022.37,,87.13,1850,9028.0,419.0,Chicago,0.0,54.0,0.0,,19.0
9173.0,Norfolk Southern,100.0,242.0,10000,16745.0,11.0,,312535.1,Canada,62.7,1900,8162.0,59.0,Chicago,0.0,73.0,0.0,4.0,43.0
5495.0,Amtrak,100.0,414.0,8000,24311.0,8.0,211523.63,914992.3,Northeast,75.68,1850,8533.0,318.0,Los Angeles,0.0,81.0,0.0,7.8,2.0
7002.0,Norfolk Southern,400.0,419.0,5000,14531.0,0.0,394655.83,400773.21,Midwest,97.86,1950,8199.0,,Atlanta,1.0,53.0,0.0,5.5,18.0
7614.0,Norfolk Southern,400.0,385.0,2000,38363.0,19.0,293988.29,242436.05,West,65.35,1900,1100.0,103.0,,0.0,74.0,0.0,2.6,33.0
6919.0,Canadian National,,115.0,,22819.0,10.0,415902.1,444785.79,Southeast,80.01,1900,2368.0,172.0,Chicago,0.0,98.0,0.0,9.2,47.0
1853.0,Union Pacific,300.0,218.0,5000,42182.0,10.0,364532.12,391306.08,Midwest,91.13,,8391.0,31.0,New York,0.0,89.0,0.0,5.7,43.0
5146.0,Amtrak,,204.0,10000,29609.0,18.0,213687.66,693663.06,Midwest,64.23,2000,560.0,46.0,Chicago,0.0,71.0,0.0,6.6,13.0
4769.0,,100.0,,8000,4731.0,14.0,80766.02,320481.37,West,92.62,1850,5144.0,128.0,,0.0,28.0,1.0,0.8,28.0
,BNSF,300.0,310.0,2000,13157.0,3.0,182664.67,105355.82,West,82.09,,6241.0,27.0,,0.0,64.0,0.0,4.4,46.0
2148.0,Canadian National,100.0,182.0,5000,40994.0,17.0,423793.89,772657.39,Midwest,,1850,1717.0,402.0,Chicago,0.0,60.0,0.0,3.0,45.0
7293.0,Amtrak,300.0,391.0,2000,19590.0,6.0,257635.0,552228.78,Southeast,64.32,1850,5062.0,177.0,Los Angeles,1.0,60.0,0.0,9.3,48.0
7457.0,,200.0,190.0,2000,18027.0,15.0,419660.75,,Midwest,76.68,1950,,210.0,Los Angeles,0.0,82.0,0.0,9.0,6.0
8509.0,Amtrak,,385.0,5000,29927.0,5.0,363996.71,479028.46,,85.0,1950,8738.0,418.0,Chicago,0.0,54.0,0.0,3.7,48.0
5777.0,CSX,400.0,395.0,8000,12162.0,12.0,,510215.45,Northeast,90.11,1850,8097.0,261.0,Los Angeles,1.0,98.0,0.0,7.8,41.0
4854.0,BNSF,100.0,186.0,,16739.0,19.0,248531.28,915747.32,Northeast,78.75,2000,6531.0,209.0,,1.0,72.0,0.0,3.8,
3491.0,BNSF,100.0,225.0,5000,32249.0,13.0,345548.87,115729.77,West,79.89,1850,204.0,241.0,Chicago,0.0,22.0,0.0,3.8,3.0
,,200.0,337.0,,24915.0,1.0,444714.65,936893.85,Midwest,89.51,2000,1084.0,323.0,Atlanta,0.0,89.0,0.0,1.6,10.0
